TIMESTAMP,BBM_EBOX_OUT_VOLTAGE_MEASURED,STATOR_AND_MAIN_BATT_IN_VOLTAGE_MEASURED,BBM_WINCH_OUT_VOLTAGE_MEASURED,STATOR_TO_BBM_CURRENT_MEASURED,MAIN_BATT_TO_BBM_CURRENT_MEASURED,BBM_TO_WINCH_AND_BATT_CURRENT_MEASURED,WINCH_BATT_AND_BBM_TO_WINCH_CURRENT_MEASURED,BBM_TO_EBOX_CURRENT_MEASURED
2018-02-22T11-30-47_0000,11.83,12.08,11.85,0.07,0.24,0.11,0.02,0.46
2018-02-22T11-30-47_0001,11.84,12.08,11.85,0.05,0.21,0.09,0.02,0.43
2018-02-22T11-30-47_0002,11.83,12.08,11.85,0.08,0.21,0.09,-0.05,0.48
2018-02-22T11-30-47_0003,11.85,12.09,11.83,0.07,0.22,0.08,0.02,0.15
2018-02-22T11-30-47_0004,11.85,12.10,11.84,0.10,0.24,0.12,-0.05,0.20
2018-02-22T11-30-47_0005,11.85,12.10,11.85,0.07,0.20,0.08,-0.05,0.20
2018-02-22T11-30-47_0006,11.85,12.10,11.84,0.07,0.20,0.09,0.02,0.21
2018-02-22T11-30-47_0007,11.84,12.08,11.82,0.08,0.21,0.10,0.00,0.18
2018-02-22T11-30-47_0008,11.85,12.10,11.85,0.07,0.19,0.07,-0.02,0.16
2018-02-22T11-30-47_0009,11.85,12.09,11.84,0.05,0.20,0.09,-0.02,0.21
2018-02-22T11-30-47_0010,11.84,12.07,11.85,0.09,0.44,0.08,0.05,0.20
2018-02-22T11-30-47_0011,11.82,12.08,11.85,0.08,0.27,0.12,0.02,0.41
2018-02-22T11-30-47_0012,11.84,12.09,11.85,0.08,0.24,0.09,-0.02,0.34
2018-02-22T11-30-47_0013,11.84,12.09,11.85,0.06,0.20,0.11,-0.02,0.37
2018-02-22T11-30-47_0014,11.84,12.10,11.84,0.07,0.24,0.10,0.02,0.15
2018-02-22T11-30-47_0015,11.84,12.09,11.82,0.08,0.24,0.10,0.02,0.16
2018-02-22T11-30-47_0016,11.83,12.07,11.85,0.04,0.48,0.11,-0.02,0.17
2018-02-22T11-30-48_0000,11.85,12.10,11.84,0.05,0.22,0.08,-0.02,0.21
2018-02-22T11-30-48_0001,11.82,12.09,11.85,0.07,0.40,0.06,0.05,0.32
2018-02-22T11-30-48_0002,11.85,12.08,11.83,0.06,0.23,0.07,-0.02,0.19
2018-02-22T11-30-48_0003,11.84,12.10,11.84,0.10,0.21,0.08,-0.05,0.17
2018-02-22T11-30-48_0004,11.84,12.08,11.85,0.07,0.23,0.07,0.00,0.45
2018-02-22T11-30-48_0005,11.83,12.08,11.84,0.07,0.50,0.10,0.05,0.21
2018-02-22T11-30-48_0006,11.85,12.09,11.83,0.06,0.21,0.09,-0.02,0.18
2018-02-22T11-30-48_0007,11.83,12.08,11.85,0.05,0.23,0.09,0.07,0.45
2018-02-22T11-30-48_0008,11.84,12.09,11.83,0.08,0.20,0.09,0.02,0.18
2018-02-22T11-30-48_0009,11.84,12.09,11.85,0.09,0.22,0.10,0.05,0.33
2018-02-22T11-30-48_0010,11.82,12.08,11.84,0.07,0.41,0.11,0.00,0.24
2018-02-22T11-30-48_0011,11.84,12.11,11.84,0.08,0.21,0.07,0.05,0.20
2018-02-22T11-30-48_0012,11.84,12.09,11.84,0.09,0.22,0.09,0.00,0.22
2018-02-22T11-30-48_0013,11.83,12.08,11.84,0.11,0.20,0.09,0.02,0.42
2018-02-22T11-30-48_0014,11.84,12.09,11.84,0.07,0.23,0.12,0.00,0.29
2018-02-22T11-30-48_0015,11.85,12.09,11.85,0.09,0.21,0.06,0.05,0.36
2018-02-22T11-30-48_0016,11.84,12.09,11.84,0.05,0.20,0.09,0.07,0.24
2018-02-22T11-30-49_0000,11.83,12.08,11.85,0.07,0.47,0.10,-0.02,0.19
2018-02-22T11-30-49_0001,11.82,12.08,11.85,0.06,0.34,0.07,0.02,0.39
2018-02-22T11-30-49_0002,11.85,12.10,11.84,0.08,0.18,0.08,0.02,0.17
2018-02-22T11-30-49_0003,11.84,12.07,11.85,0.08,0.45,0.10,-0.02,0.17
2018-02-22T11-30-49_0004,11.82,12.09,11.84,0.07,0.43,0.07,0.07,0.29
2018-02-22T11-30-49_0005,11.83,12.08,11.85,0.08,0.33,0.11,0.00,0.38
2018-02-22T11-30-49_0006,11.83,12.08,11.85,0.09,0.29,0.10,0.05,0.43
2018-02-22T11-30-49_0007,11.83,12.08,11.85,0.09,0.33,0.11,0.00,0.37
2018-02-22T11-30-49_0008,11.84,12.08,11.85,0.06,0.49,0.09,-0.05,0.17
2018-02-22T11-30-49_0009,11.85,12.07,11.85,0.08,0.32,0.10,0.02,0.17
2018-02-22T11-30-49_0010,11.84,12.08,11.83,0.05,0.25,0.06,0.02,0.16
2018-02-22T11-30-49_0011,11.84,12.09,11.83,0.05,0.20,0.08,0.00,0.19
2018-02-22T11-30-49_0012,11.83,12.08,11.85,0.07,0.30,0.11,0.00,0.40
2018-02-22T11-30-49_0013,11.83,12.08,11.85,0.05,0.31,0.08,0.00,0.41
2018-02-22T11-30-49_0014,11.85,12.07,11.85,0.06,0.27,0.09,0.05,0.19
2018-02-22T11-30-49_0015,11.83,12.09,11.85,0.09,0.20,0.09,0.02,0.46
2018-02-22T11-30-49_0016,11.85,12.06,11.85,0.09,0.33,0.08,-0.02,0.19
2018-02-22T11-30-49_0017,11.83,12.08,11.85,0.07,0.20,0.10,0.02,0.43
2018-02-22T11-30-50_0000,11.82,12.09,11.85,0.07,0.35,0.09,-0.02,0.41
2018-02-22T11-30-50_0001,11.85,12.09,11.83,0.08,0.20,0.06,0.05,0.18
2018-02-22T11-30-50_0002,11.83,12.08,11.84,0.06,0.50,0.10,0.02,0.18
2018-02-22T11-30-50_0003,11.84,12.08,11.83,0.07,0.22,0.10,0.00,0.18
2018-02-22T11-30-50_0004,11.82,12.08,11.84,0.09,0.49,0.09,-0.07,0.23
2018-02-22T11-30-50_0005,11.84,12.09,11.83,0.09,0.23,0.11,0.07,0.25
2018-02-22T11-30-50_0006,11.85,12.09,11.82,0.05,0.20,0.06,0.07,0.18
2018-02-22T11-30-50_0007,11.85,12.09,11.83,0.07,0.20,0.09,0.00,0.19
2018-02-22T11-30-50_0008,11.85,12.08,11.83,0.07,0.22,0.11,-0.02,0.18
2018-02-22T11-30-50_0009,11.84,12.09,11.82,0.08,0.23,0.09,0.05,0.18
2018-02-22T11-30-50_0010,11.84,12.09,11.83,0.05,0.20,0.08,0.05,0.23
2018-02-22T11-30-50_0011,11.84,12.08,11.83,0.05,0.21,0.10,0.00,0.17
2018-02-22T11-30-50_0012,11.85,12.11,11.84,0.10,0.24,0.10,-0.02,0.18
2018-02-22T11-30-50_0013,11.84,12.09,11.83,0.08,0.23,0.11,-0.05,0.20
2018-02-22T11-30-50_0014,11.84,12.09,11.82,0.10,0.23,0.10,0.00,0.19
2018-02-22T11-30-50_0015,11.84,12.09,11.83,0.08,0.20,0.10,0.02,0.18
2018-02-22T11-30-50_0016,11.84,12.09,11.82,0.07,0.24,0.09,0.00,0.17
2018-02-22T11-30-51_0000,11.85,12.09,11.83,0.08,0.24,0.10,0.00,0.19
2018-02-22T11-30-51_0001,11.84,12.09,11.83,0.07,0.23,0.12,-0.02,0.19
2018-02-22T11-30-51_0002,11.84,12.09,11.83,0.06,0.22,0.09,0.00,0.20
2018-02-22T11-30-51_0003,11.85,12.10,11.85,0.05,0.24,0.09,0.02,0.20
2018-02-22T11-30-51_0004,11.84,12.09,11.85,0.08,0.51,0.11,0.00,0.17
2018-02-22T11-30-51_0005,11.84,12.09,11.83,0.08,0.25,0.12,0.02,0.19
2018-02-22T11-30-51_0006,11.85,12.06,11.84,0.10,0.24,0.09,-0.02,0.20
2018-02-22T11-30-51_0007,11.84,12.09,11.84,0.08,0.24,0.09,0.02,0.36
2018-02-22T11-30-51_0008,11.84,12.09,11.85,0.06,0.21,0.11,0.05,0.35
2018-02-22T11-30-51_0009,11.85,12.06,11.85,0.08,0.42,0.12,-0.02,0.17
2018-02-22T11-30-51_0010,11.84,12.06,11.84,0.09,0.44,0.07,0.02,0.19
2018-02-22T11-30-51_0011,11.82,12.09,11.85,0.07,0.44,0.09,-0.02,0.31
2018-02-22T11-30-51_0012,11.84,12.09,11.84,0.09,0.23,0.09,0.05,0.26
2018-02-22T11-30-51_0013,11.83,12.08,11.85,0.11,0.50,0.10,0.09,0.20
2018-02-22T11-30-51_0014,11.85,12.10,11.84,0.07,0.23,0.10,0.02,0.20
2018-02-22T11-30-51_0015,11.84,12.08,11.85,0.06,0.21,0.10,0.02,0.37
2018-02-22T11-30-51_0016,11.84,12.06,11.84,0.05,0.40,0.10,0.00,0.18
2018-02-22T11-30-52_0000,11.82,12.08,11.84,0.09,0.38,0.11,0.02,0.32
2018-02-22T11-30-52_0001,11.84,12.08,11.85,0.08,0.23,0.10,0.05,0.28
2018-02-22T11-30-52_0002,11.84,12.08,11.83,0.07,0.23,0.08,0.00,0.20
2018-02-22T11-30-52_0003,11.82,12.08,11.85,0.06,0.30,0.11,0.02,0.38
2018-02-22T11-30-52_0004,11.84,12.09,11.83,0.07,0.26,0.11,-0.02,0.19
2018-02-22T11-30-52_0005,11.84,12.09,11.82,0.07,0.21,0.07,0.00,0.19
2018-02-22T11-30-52_0006,11.85,12.06,11.85,0.06,0.39,0.11,-0.05,0.20
2018-02-22T11-30-52_0007,11.84,12.09,11.83,0.08,0.23,0.08,0.07,0.18
2018-02-22T11-30-52_0008,11.84,12.07,11.84,0.06,0.44,0.09,0.07,0.17
2018-02-22T11-30-52_0009,11.84,12.09,11.83,0.06,0.23,0.07,0.02,0.21
2018-02-22T11-30-52_0010,11.84,12.08,11.83,0.05,0.23,0.12,-0.02,0.20
2018-02-22T11-30-52_0011,11.81,12.08,11.84,0.09,0.44,0.10,0.00,0.26
2018-02-22T11-30-52_0012,11.84,12.07,11.85,0.08,0.43,0.10,0.00,0.16
2018-02-22T11-30-52_0013,11.84,12.07,11.84,0.08,0.40,0.07,0.05,0.16
2018-02-22T11-30-52_0014,11.84,12.06,11.84,0.04,0.33,0.10,0.05,0.17
2018-02-22T11-30-52_0015,11.84,12.10,11.84,0.06,0.23,0.12,0.00,0.18
2018-02-22T11-30-52_0016,11.82,12.08,11.85,0.09,0.31,0.08,0.02,0.42
2018-02-22T11-30-53_0000,11.84,12.08,11.82,0.07,0.24,0.10,0.07,0.18
2018-02-22T11-30-53_0001,11.84,12.10,11.83,0.07,0.24,0.09,0.00,0.20
2018-02-22T11-30-53_0002,11.84,12.08,11.83,0.04,0.23,0.08,0.00,0.25
2018-02-22T11-30-53_0003,11.84,12.10,11.84,0.07,0.19,0.10,-0.02,0.19
2018-02-22T11-30-53_0004,11.84,12.10,11.84,0.07,0.21,0.07,0.00,0.20
2018-02-22T11-30-53_0005,11.83,12.09,11.84,0.06,0.49,0.13,0.00,0.18
2018-02-22T11-30-53_0006,11.82,12.08,11.85,0.07,0.46,0.11,0.05,0.26
2018-02-22T11-30-53_0007,11.85,12.10,11.84,0.06,0.21,0.08,0.00,0.17
2018-02-22T11-30-53_0008,11.85,12.10,11.84,0.08,0.20,0.09,0.00,0.20
2018-02-22T11-30-53_0009,11.84,12.06,11.85,0.08,0.46,0.10,0.05,0.18
2018-02-22T11-30-53_0010,11.84,12.09,11.85,0.06,0.23,0.12,0.00,0.43
2018-02-22T11-30-53_0011,11.84,12.08,11.83,0.07,0.25,0.09,0.00,0.18
2018-02-22T11-30-53_0012,11.85,12.11,11.84,0.09,0.21,0.10,0.00,0.19
2018-02-22T11-30-53_0013,11.84,12.11,11.84,0.08,0.21,0.06,0.07,0.19
2018-02-22T11-30-53_0014,11.84,12.06,11.84,0.07,0.30,0.09,0.00,0.17
2018-02-22T11-30-53_0015,11.83,12.09,11.85,0.05,0.19,0.11,-0.02,0.47
2018-02-22T11-30-53_0016,11.84,12.09,11.85,0.10,0.23,0.11,0.00,0.46
2018-02-22T11-30-53_0017,11.84,12.11,11.84,0.09,0.19,0.11,0.02,0.21
2018-02-22T11-30-54_0000,11.84,12.10,11.84,0.06,0.23,0.07,-0.02,0.18
2018-02-22T11-30-54_0001,11.83,12.08,11.85,0.07,0.18,0.09,0.00,0.45
2018-02-22T11-30-54_0002,11.83,12.08,11.85,0.08,0.48,0.08,0.00,0.20
2018-02-22T11-30-54_0003,11.84,12.08,11.84,0.07,0.21,0.08,0.00,0.20
2018-02-22T11-30-54_0004,11.85,12.09,11.83,0.07,0.24,0.08,-0.02,0.19
2018-02-22T11-30-54_0005,11.84,12.08,11.83,0.08,0.20,0.08,0.00,0.21
2018-02-22T11-30-54_0006,11.84,12.09,11.85,0.06,0.22,0.11,-0.02,0.42
2018-02-22T11-30-54_0007,11.84,12.08,11.85,0.08,0.25,0.11,0.02,0.35
2018-02-22T11-30-54_0008,11.83,12.08,11.85,0.07,0.30,0.06,-0.02,0.42
2018-02-22T11-30-54_0009,11.84,12.07,11.84,0.09,0.33,0.07,-0.02,0.19
2018-02-22T11-30-54_0010,11.82,12.08,11.85,0.09,0.37,0.11,0.05,0.29
2018-02-22T11-30-54_0011,11.83,12.08,11.85,0.07,0.48,0.07,0.02,0.17
2018-02-22T11-30-54_0012,11.84,12.08,11.85,0.06,0.25,0.11,0.05,0.30
2018-02-22T11-30-54_0013,11.84,12.07,11.85,0.07,0.22,0.12,0.02,0.17
2018-02-22T11-30-54_0014,11.84,12.08,11.85,0.07,0.24,0.11,0.02,0.41
2018-02-22T11-30-54_0015,11.84,12.10,11.84,0.08,0.20,0.08,-0.02,0.18
2018-02-22T11-30-54_0016,11.82,12.08,11.84,0.09,0.51,0.10,0.02,0.20
2018-02-22T11-30-55_0000,11.84,12.09,11.83,0.09,0.23,0.07,0.05,0.24
2018-02-22T11-30-55_0001,11.85,12.10,11.84,0.09,0.22,0.11,-0.05,0.19
2018-02-22T11-30-55_0002,11.84,12.08,11.82,0.07,0.23,0.09,0.00,0.18
2018-02-22T11-30-55_0003,11.84,12.08,11.85,0.08,0.23,0.09,0.02,0.31
2018-02-22T11-30-55_0004,11.83,12.08,11.84,0.06,0.23,0.12,0.00,0.47
2018-02-22T11-30-55_0005,11.83,12.08,11.85,0.09,0.46,0.09,0.00,0.24
2018-02-22T11-30-55_0006,11.83,12.08,11.85,0.06,0.52,0.10,0.02,0.23
2018-02-22T11-30-55_0007,11.82,12.08,11.85,0.03,0.41,0.08,-0.02,0.28
2018-02-22T11-30-55_0008,11.83,12.08,11.85,0.06,0.27,0.10,0.02,0.42
2018-02-22T11-30-55_0009,11.83,12.08,11.84,0.07,0.52,0.09,0.02,0.19
2018-02-22T11-30-55_0010,11.84,12.08,11.84,0.09,0.20,0.08,0.00,0.31
2018-02-22T11-30-55_0011,11.84,12.09,11.83,0.08,0.21,0.08,-0.02,0.21
2018-02-22T11-30-55_0012,11.83,12.07,11.85,0.07,0.51,0.09,0.02,0.16
2018-02-22T11-30-55_0013,11.84,12.10,11.84,0.07,0.21,0.07,-0.02,0.20
2018-02-22T11-30-55_0014,11.84,12.07,11.84,0.06,0.36,0.07,0.00,0.19
2018-02-22T11-30-55_0015,11.84,12.09,11.84,0.07,0.24,0.07,0.00,0.21
2018-02-22T11-30-55_0016,11.84,12.09,11.84,0.06,0.20,0.09,0.02,0.24
2018-02-22T11-30-56_0000,11.85,12.09,11.85,0.07,0.22,0.10,-0.02,0.21
2018-02-22T11-30-56_0001,11.82,12.08,11.85,0.08,0.29,0.10,0.00,0.37
2018-02-22T11-30-56_0002,11.84,12.09,11.83,0.07,0.22,0.10,-0.02,0.19
2018-02-22T11-30-56_0003,11.85,12.08,11.84,0.08,0.19,0.09,0.00,0.18
2018-02-22T11-30-56_0004,11.84,12.08,11.84,0.10,0.21,0.07,0.05,0.38
2018-02-22T11-30-56_0005,11.84,12.10,11.83,0.05,0.20,0.10,0.05,0.19
2018-02-22T11-30-56_0006,11.82,12.08,11.85,0.06,0.33,0.08,0.05,0.35
2018-02-22T11-30-56_0007,11.85,12.08,11.83,0.06,0.25,0.12,0.07,0.17
2018-02-22T11-30-56_0008,11.82,12.09,11.85,0.07,0.41,0.10,0.02,0.30
2018-02-22T11-30-56_0009,11.84,12.07,11.84,0.08,0.47,0.12,-0.05,0.17
2018-02-22T11-30-56_0010,11.84,12.10,11.84,0.10,0.24,0.08,0.05,0.20
2018-02-22T11-30-56_0011,11.84,12.10,11.84,0.09,0.20,0.10,-0.02,0.21
2018-02-22T11-30-56_0012,11.84,12.09,11.84,0.06,0.20,0.07,0.07,0.28
2018-02-22T11-30-56_0013,11.83,12.08,11.85,0.07,0.20,0.08,0.02,0.44
2018-02-22T11-30-56_0014,11.84,12.08,11.83,0.06,0.25,0.10,0.05,0.17
2018-02-22T11-30-56_0015,11.84,12.10,11.84,0.08,0.21,0.10,0.05,0.19
2018-02-22T11-30-56_0016,11.84,12.09,11.84,0.07,0.22,0.08,0.05,0.15
2018-02-22T11-30-57_0000,11.82,12.08,11.85,0.05,0.37,0.11,-0.02,0.33
2018-02-22T11-30-57_0001,11.83,12.09,11.84,0.09,0.49,0.09,0.05,0.19
2018-02-22T11-30-57_0002,11.82,12.08,11.85,0.07,0.44,0.11,-0.02,0.30
2018-02-22T11-30-57_0003,11.84,12.08,11.85,0.08,0.23,0.10,0.02,0.38
2018-02-22T11-30-57_0004,11.84,12.10,11.84,0.06,0.19,0.10,0.00,0.17
2018-02-22T11-30-57_0005,11.81,12.08,11.85,0.09,0.42,0.10,0.00,0.26
2018-02-22T11-30-57_0006,11.82,12.09,11.85,0.08,0.33,0.11,0.02,0.39
2018-02-22T11-30-57_0007,11.84,12.09,11.83,0.04,0.24,0.12,0.02,0.17
2018-02-22T11-30-57_0008,11.85,12.10,11.84,0.06,0.23,0.10,0.07,0.19
2018-02-22T11-30-57_0009,11.84,12.08,11.84,0.09,0.22,0.08,0.00,0.20
2018-02-22T11-30-57_0010,11.85,12.07,11.84,0.10,0.30,0.10,0.00,0.19
2018-02-22T11-30-57_0011,11.83,12.08,11.84,0.05,0.23,0.12,0.02,0.39
2018-02-22T11-30-57_0012,11.84,12.07,11.84,0.08,0.37,0.09,0.00,0.18
2018-02-22T11-30-57_0013,11.84,12.09,11.83,0.08,0.21,0.09,0.02,0.20
2018-02-22T11-30-57_0014,11.83,12.08,11.85,0.08,0.48,0.08,0.00,0.18
2018-02-22T11-30-57_0015,11.85,12.10,11.84,0.07,0.20,0.08,0.02,0.19
2018-02-22T11-30-57_0016,11.82,12.08,11.85,0.09,0.42,0.09,0.00,0.26
2018-02-22T11-30-58_0000,11.85,12.10,11.84,0.05,0.22,0.09,-0.02,0.21
2018-02-22T11-30-58_0001,11.83,12.08,11.84,0.06,0.46,0.08,0.00,0.19
2018-02-22T11-30-58_0002,11.84,12.08,11.85,0.05,0.21,0.10,0.02,0.43
2018-02-22T11-30-58_0003,11.83,12.09,11.85,0.07,0.36,0.11,0.00,0.32
2018-02-22T11-30-58_0004,11.85,12.08,11.83,0.08,0.23,0.07,0.02,0.16
2018-02-22T11-30-58_0005,11.84,12.09,11.83,0.09,0.24,0.10,-0.02,0.19
2018-02-22T11-30-58_0006,11.84,12.08,11.84,0.06,0.22,0.08,0.02,0.27
2018-02-22T11-30-58_0007,11.84,12.08,11.83,0.07,0.25,0.09,0.05,0.16
2018-02-22T11-30-58_0008,11.84,12.07,11.84,0.07,0.26,0.09,-0.02,0.17
2018-02-22T11-30-58_0009,11.84,12.10,11.84,0.05,0.25,0.09,0.00,0.20
2018-02-22T11-30-58_0010,11.84,12.08,11.83,0.09,0.19,0.12,0.02,0.19
2018-02-22T11-30-58_0011,11.83,12.08,11.85,0.10,0.48,0.08,-0.02,0.17
2018-02-22T11-30-58_0012,11.85,12.08,11.85,0.04,0.18,0.08,0.02,0.19
2018-02-22T11-30-58_0013,11.84,12.10,11.84,0.07,0.20,0.10,0.00,0.19
2018-02-22T11-30-58_0014,11.84,12.10,11.83,0.09,0.23,0.10,0.00,0.19
2018-02-22T11-30-58_0015,11.84,12.10,11.84,0.07,0.20,0.08,-0.02,0.19
2018-02-22T11-30-58_0016,11.84,12.07,11.85,0.06,0.40,0.08,-0.02,0.19
2018-02-22T11-30-58_0017,11.84,12.08,11.83,0.06,0.22,0.10,0.00,0.19
2018-02-22T11-30-59_0000,11.84,12.07,11.84,0.05,0.32,0.08,0.05,0.17
2018-02-22T11-30-59_0001,11.83,12.08,11.85,0.06,0.50,0.08,-0.02,0.19
2018-02-22T11-30-59_0002,11.83,12.09,11.85,0.05,0.25,0.11,0.05,0.46
2018-02-22T11-30-59_0003,11.84,12.09,11.84,0.09,0.22,0.06,0.05,0.29
2018-02-22T11-30-59_0004,11.85,12.10,11.84,0.08,0.19,0.09,0.05,0.21
2018-02-22T11-30-59_0005,11.85,12.09,11.84,0.08,0.18,0.07,-0.02,0.18
2018-02-22T11-30-59_0006,11.85,12.07,11.84,0.06,0.25,0.09,0.00,0.17
2018-02-22T11-30-59_0007,11.82,12.08,11.85,0.06,0.41,0.08,0.00,0.31
2018-02-22T11-30-59_0008,11.84,12.08,11.85,0.09,0.23,0.09,0.00,0.31
2018-02-22T11-30-59_0009,11.84,12.10,11.84,0.08,0.25,0.12,0.00,0.20
2018-02-22T11-30-59_0010,11.84,12.09,11.85,0.07,0.19,0.08,-0.02,0.41
2018-02-22T11-30-59_0011,11.84,12.08,11.84,0.12,0.21,0.11,0.00,0.18
2018-02-22T11-30-59_0012,11.84,12.08,11.84,0.08,0.25,0.07,-0.02,0.26
2018-02-22T11-30-59_0013,11.84,12.06,11.84,0.06,0.35,0.10,0.02,0.17
2018-02-22T11-30-59_0014,11.84,12.09,11.83,0.10,0.26,0.09,0.02,0.18
2018-02-22T11-30-59_0015,11.84,12.09,11.85,0.09,0.22,0.11,0.02,0.32
2018-02-22T11-30-59_0016,11.84,12.06,11.84,0.09,0.32,0.05,0.02,0.18
2018-02-22T11-31-00_0000,11.84,12.07,11.85,0.07,0.35,0.12,0.02,0.17
2018-02-22T11-31-00_0001,11.84,12.09,11.84,0.09,0.21,0.10,0.05,0.37
2018-02-22T11-31-00_0002,11.83,12.07,11.85,0.09,0.50,0.11,0.02,0.19
2018-02-22T11-31-00_0003,11.84,12.08,11.85,0.08,0.23,0.10,0.02,0.40
2018-02-22T11-31-00_0004,11.85,12.07,11.84,0.06,0.22,0.09,-0.07,0.18
2018-02-22T11-31-00_0005,11.84,12.10,11.83,0.08,0.23,0.11,0.05,0.22
2018-02-22T11-31-00_0006,11.84,12.08,11.82,0.05,0.21,0.11,0.07,0.19
2018-02-22T11-31-00_0007,11.83,12.08,11.85,0.08,0.28,0.10,0.00,0.41
2018-02-22T11-31-00_0008,11.84,12.07,11.85,0.07,0.42,0.10,0.02,0.18
2018-02-22T11-31-00_0009,11.84,12.08,11.84,0.08,0.20,0.10,0.05,0.18
2018-02-22T11-31-00_0010,11.84,12.10,11.84,0.09,0.21,0.08,-0.02,0.19
2018-02-22T11-31-00_0011,11.84,12.10,11.83,0.08,0.22,0.11,0.02,0.18
2018-02-22T11-31-00_0012,11.82,12.08,11.85,0.09,0.34,0.09,-0.02,0.36
2018-02-22T11-31-00_0013,11.84,12.08,11.83,0.05,0.22,0.09,0.09,0.17
2018-02-22T11-31-00_0014,11.84,12.09,11.83,0.07,0.21,0.10,0.05,0.22
2018-02-22T11-31-00_0015,11.84,12.10,11.84,0.08,0.21,0.09,-0.02,0.19
2018-02-22T11-31-00_0016,11.85,12.08,11.85,0.08,0.21,0.08,0.00,0.16
2018-02-22T11-31-01_0000,11.84,12.09,11.85,0.08,0.22,0.09,0.00,0.33
2018-02-22T11-31-01_0001,11.84,12.09,11.84,0.07,0.21,0.09,0.07,0.41
2018-02-22T11-31-01_0002,11.84,12.07,11.84,0.09,0.29,0.09,0.02,0.19
2018-02-22T11-31-01_0003,11.83,12.08,11.85,0.07,0.24,0.08,0.00,0.45
2018-02-22T11-31-01_0004,11.84,12.09,11.82,0.07,0.21,0.10,-0.02,0.18
2018-02-22T11-31-01_0005,11.84,12.10,11.84,0.09,0.20,0.08,0.02,0.18
2018-02-22T11-31-01_0006,11.83,12.08,11.85,0.09,0.46,0.11,0.00,0.22
2018-02-22T11-31-01_0007,11.84,12.08,11.84,0.07,0.22,0.10,0.00,0.42
2018-02-22T11-31-01_0008,11.84,12.08,11.85,0.06,0.21,0.08,0.00,0.32
2018-02-22T11-31-01_0009,11.84,12.10,11.83,0.08,0.22,0.11,-0.05,0.19
2018-02-22T11-31-01_0010,11.83,12.09,11.84,0.08,0.21,0.08,0.05,0.43
2018-02-22T11-31-01_0011,11.83,12.08,11.84,0.08,0.51,0.11,0.02,0.22
2018-02-22T11-31-01_0012,11.84,12.08,11.82,0.05,0.20,0.11,0.07,0.17
2018-02-22T11-31-01_0013,11.84,12.08,11.84,0.08,0.20,0.06,0.00,0.24
2018-02-22T11-31-01_0014,11.82,12.09,11.85,0.08,0.32,0.07,-0.02,0.40
2018-02-22T11-31-01_0015,11.84,12.08,11.84,0.05,0.20,0.11,0.02,0.18
2018-02-22T11-31-01_0016,11.84,12.09,11.85,0.07,0.22,0.10,0.02,0.35
2018-02-22T11-31-02_0000,11.84,12.08,11.85,0.08,0.21,0.10,0.00,0.46
2018-02-22T11-31-02_0001,11.84,12.10,11.84,0.06,0.24,0.10,-0.02,0.19
2018-02-22T11-31-02_0002,11.83,12.08,11.85,0.09,0.31,0.08,0.00,0.39
2018-02-22T11-31-02_0003,11.85,12.10,11.85,0.08,0.20,0.11,0.02,0.17
2018-02-22T11-31-02_0004,11.85,12.10,11.84,0.07,0.20,0.07,0.00,0.18
2018-02-22T11-31-02_0005,11.84,12.10,11.84,0.07,0.21,0.10,0.00,0.18
2018-02-22T11-31-02_0006,11.84,12.09,11.84,0.09,0.25,0.10,-0.02,0.19
2018-02-22T11-31-02_0007,11.85,12.08,11.84,0.09,0.23,0.10,-0.02,0.14
2018-02-22T11-31-02_0008,11.84,12.07,11.85,0.07,0.43,0.09,0.02,0.18
2018-02-22T11-31-02_0009,11.84,12.09,11.85,0.08,0.23,0.10,0.00,0.46
2018-02-22T11-31-02_0010,11.84,12.08,11.85,0.08,0.22,0.11,-0.02,0.29
2018-02-22T11-31-02_0011,11.84,12.10,11.84,0.09,0.20,0.09,0.02,0.18
2018-02-22T11-31-02_0012,11.84,12.07,11.84,0.06,0.41,0.10,0.07,0.17
2018-02-22T11-31-02_0013,11.84,12.09,11.85,0.08,0.21,0.09,0.00,0.34
2018-02-22T11-31-02_0014,11.83,12.08,11.85,0.05,0.22,0.08,0.05,0.46
2018-02-22T11-31-02_0015,11.84,12.09,11.83,0.08,0.23,0.09,-0.05,0.18
2018-02-22T11-31-02_0016,11.84,12.10,11.84,0.06,0.20,0.09,0.05,0.18
2018-02-22T11-31-03_0000,11.84,12.07,11.84,0.09,0.35,0.09,0.00,0.18
2018-02-22T11-31-03_0001,11.82,12.08,11.84,0.09,0.49,0.11,-0.02,0.23
2018-02-22T11-31-03_0002,11.85,12.08,11.83,0.08,0.23,0.09,0.00,0.19
2018-02-22T11-31-03_0003,11.85,12.08,11.85,0.09,0.25,0.08,0.05,0.18
2018-02-22T11-31-03_0004,11.84,12.06,11.84,0.09,0.34,0.09,-0.05,0.20
2018-02-22T11-31-03_0005,11.83,12.09,11.85,0.09,0.22,0.11,0.00,0.47
2018-02-22T11-31-03_0006,11.85,12.08,11.85,0.06,0.22,0.06,0.02,0.17
2018-02-22T11-31-03_0007,11.84,12.10,11.83,0.06,0.20,0.09,0.05,0.20
2018-02-22T11-31-03_0008,11.84,12.09,11.85,0.08,0.20,0.10,0.00,0.39
2018-02-22T11-31-03_0009,11.82,12.08,11.85,0.07,0.43,0.10,0.02,0.22
